This file was created using the 202403 Bloomberg database. It contains
value- and equal-weighted returns for the intersections of 5 ME portfolios
and 5 BE/ME portfolios in Asia_Pacific_ex_Japan.

The portfolios are constructed at the end of June.  ME is market cap at the end
of June.  BE/ME is book equity at the last fiscal year end of the prior calendar
year divided by ME as of  6 months before formation.  Firms with negative
BE are not included in any portfolio.

The annual returns are from January to December.

The break points include utilities and include financials.

The portfolios include utilities and include financials.

Missing data are indicated by -99.99.



  Average Value Weighted Returns -- Monthly
 ,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
200703       ,34.50       ,40.95       ,34.46       ,34.71       ,32.37      ,187.00      ,207.85      ,180.19      ,176.80      ,184.44      ,537.92      ,463.82      ,481.89      ,480.43      ,486.72     ,1828.49     ,1418.33     ,1341.05     ,1308.27     ,1594.09     ,9939.53     ,8852.84    ,11922.13     ,9110.66     ,7064.16
200704       ,37.78       ,44.86       ,36.20       ,36.14       ,35.67      ,196.93      ,218.22      ,184.11      ,186.89      ,191.21      ,569.87      ,475.62      ,505.75      ,497.66      ,513.87     ,1959.66     ,1498.15     ,1409.98     ,1410.81     ,1694.51    ,10598.23     ,9337.69    ,12245.97     ,9352.22     ,7306.66
200705       ,41.73       ,51.39       ,39.54       ,39.07       ,40.13      ,212.66      ,234.17      ,195.45      ,203.82      ,209.53      ,608.90      ,496.45      ,550.79      ,518.79      ,542.94     ,2027.32     ,1580.12     ,1500.96     ,1491.52     ,1800.93    ,10970.04     ,9886.25    ,12855.27     ,9587.38     ,7502.36
200706       ,46.20       ,51.61       ,42.62       ,42.88       ,48.11      ,215.85      ,255.29      ,204.90      ,221.73      ,233.68      ,637.01      ,509.09      ,581.79      ,536.82      ,560.55     ,2114.68     ,1609.27     ,1547.04     ,1567.65     ,1839.24    ,11303.55    ,10153.23    ,12907.82     ,9743.43     ,7816.56
200707       ,35.71       ,43.52       ,38.28       ,36.52       ,37.62      ,197.67      ,195.30      ,187.91      ,191.88      ,185.28      ,483.31      ,460.64      ,481.21      ,457.17      ,487.36     ,1237.47     ,1412.99     ,1356.64     ,1458.30     ,1371.66     ,8129.99    ,13518.62    ,10563.67     ,7529.43     ,9751.56
200708       ,36.93       ,44.46       ,40.57       ,40.99       ,41.66      ,207.37      ,195.80      ,190.67      ,202.40      ,195.39      ,482.16      ,470.38      ,485.66      ,463.95      ,514.16     ,1185.80     ,1419.39     ,1355.33     ,1523.69     ,1382.96     ,8184.91    ,13654.86    ,10430.35     ,7749.39    ,10281.88
200709       ,29.80       ,37.46       ,33.69       ,35.83       ,35.37      ,174.75      ,167.48      ,166.58      ,172.14      ,168.66      ,426.89      ,421.21      ,439.70      ,422.20      ,469.94     ,1085.07     ,1301.12     ,1279.57     ,1410.35     ,1282.24     ,8201.59    ,13223.39    ,10162.39     ,7459.62     ,9865.23
200710       ,33.60       ,41.34       ,37.56       ,40.07       ,38.09      ,188.72      ,186.30      ,187.66      ,189.93      ,175.15      ,476.44      ,469.03      ,499.76      ,458.47      ,525.99     ,1238.67     ,1411.19     ,1341.73     ,1569.01     ,1390.24     ,9639.84    ,15348.73    ,11451.42     ,8123.53    ,11215.55
200711       ,35.68       ,45.10       ,41.92       ,43.13       ,40.23      ,202.91      ,201.18      ,204.69      ,205.25      ,179.07      ,527.15      ,492.09      ,536.65      ,473.37      ,547.54     ,1396.73     ,1516.19     ,1463.08     ,1708.97     ,1501.97    ,10414.12    ,16803.55    ,12121.94     ,8642.21    ,12852.65
200712       ,32.63       ,41.85       ,38.82       ,38.96       ,37.68      ,181.09      ,181.37      ,185.07      ,184.45      ,164.19      ,464.38      ,449.76      ,493.14      ,446.88      ,512.81     ,1277.14     ,1432.62     ,1321.17     ,1563.69     ,1440.55     ,9622.34    ,15886.52    ,11107.36     ,8122.46    ,12636.00
200801       ,30.93       ,39.94       ,39.00       ,37.86       ,36.92      ,179.43      ,177.08      ,188.10      ,184.33      ,161.80      ,455.93      ,455.65      ,501.29      ,438.45      ,496.95     ,1231.63     ,1420.46     ,1301.76     ,1538.44     ,1407.29     ,9595.85    ,15583.63    ,11047.27     ,8122.14    ,12531.44
200802       ,26.53       ,33.78       ,32.47       ,33.55       ,31.60      ,148.90      ,151.81      ,158.20      ,155.86      ,137.96      ,358.95      ,379.23      ,410.20      ,393.52      ,423.92     ,1084.67     ,1257.60     ,1165.40     ,1308.25     ,1247.60     ,8331.02    ,14181.53    ,10193.64     ,7305.05    ,11276.38
200803       ,27.75       ,34.73       ,33.87       ,34.77       ,33.31      ,156.81      ,162.37      ,163.45      ,161.56      ,145.63      ,372.39      ,408.77      ,412.76      ,429.02      ,436.60     ,1144.83     ,1299.35     ,1235.48     ,1345.44     ,1284.91     ,8915.16    ,14834.53    ,10043.58     ,7430.96    ,10776.14
200804       ,24.27       ,30.58       ,29.38       ,31.15       ,30.36      ,135.33      ,142.31      ,148.31      ,146.92      ,131.98      ,330.83      ,375.18      ,380.40      ,396.72      ,389.60     ,1078.66     ,1208.57     ,1194.57     ,1290.29     ,1185.67     ,8281.78    ,13692.89     ,9931.65     ,7347.79    ,10062.77
200805       ,25.29       ,32.17       ,31.98       ,32.92       ,31.04      ,145.06      ,149.22      ,160.12      ,152.22      ,137.18      ,348.08      ,393.05      ,399.02      ,401.75      ,419.55     ,1118.95     ,1308.92     ,1267.01     ,1393.65     ,1277.27     ,8778.86    ,15160.31    ,10316.02     ,7734.60    ,10774.16
200806       ,27.54       ,35.63       ,34.61       ,34.73       ,32.10      ,152.86      ,159.71      ,170.80      ,162.52      ,141.10      ,368.21      ,412.06      ,427.50      ,393.47      ,413.39     ,1181.10     ,1258.14     ,1348.91     ,1447.95     ,1354.47     ,9142.01    ,15233.11    ,10712.89     ,7720.73    ,10839.75
200807       ,29.64       ,36.91       ,32.89       ,33.18       ,30.16      ,179.11      ,187.06      ,172.91      ,182.99      ,174.61      ,534.86      ,527.50      ,466.87      ,529.19      ,541.61     ,1609.36     ,1626.78     ,1764.27     ,1605.86     ,1511.95    ,16268.19    ,11143.51    ,13249.91    ,10159.14     ,9557.81
200808       ,26.42       ,33.18       ,30.09       ,29.94       ,28.38      ,166.59      ,169.11      ,160.72      ,167.66      ,164.56      ,458.23      ,469.58      ,445.79      ,484.59      ,522.17     ,1509.59     ,1503.46     ,1669.11     ,1542.10     ,1457.58    ,14545.35    ,10879.03    ,12604.99    ,10178.95     ,9410.16
200809       ,22.93       ,28.84       ,26.08       ,25.94       ,24.97      ,152.22      ,153.23      ,143.16      ,149.42      ,145.49      ,425.38      ,420.88      ,403.31      ,429.38      ,485.37     ,1416.27     ,1364.27     ,1538.62     ,1433.08     ,1289.76    ,13782.34    ,10236.74    ,11652.39     ,9516.44     ,8713.68
200810       ,18.66       ,23.09       ,21.16       ,21.10       ,20.86      ,120.49      ,119.42      ,111.83      ,120.56      ,115.96      ,337.32      ,336.39      ,317.59      ,348.57      ,396.24     ,1167.84     ,1153.75     ,1247.65     ,1142.05      ,987.62    ,10271.86     ,8958.49     ,9835.12     ,8201.64     ,7301.18
200811       ,12.66       ,15.17       ,14.14       ,14.59       ,14.88       ,82.08       ,74.82       ,75.60       ,82.96       ,77.98      ,226.01      ,199.51      ,206.08      ,250.05      ,278.43      ,739.15      ,798.09      ,850.29      ,797.20      ,715.29     ,7683.68     ,6581.44     ,7590.39     ,6310.91     ,5547.33
200812       ,11.35       ,13.85       ,12.80       ,13.44       ,14.04       ,70.50       ,66.03       ,70.98       ,74.88       ,76.86      ,211.43      ,188.60      ,182.16      ,226.86      ,258.46      ,678.30      ,716.18      ,766.52      ,688.99      ,685.07     ,7057.08     ,6288.94     ,6994.75     ,5923.32     ,5337.15
200901       ,11.68       ,15.22       ,13.85       ,14.66       ,14.85       ,75.80       ,74.16       ,78.08       ,81.15       ,84.00      ,232.57      ,209.96      ,201.74      ,244.11      ,272.61      ,764.61      ,728.58      ,871.40      ,792.77      ,770.34     ,7490.47     ,6710.33     ,7399.86     ,6276.15     ,5758.73
200902       ,10.68       ,13.67       ,12.39       ,13.46       ,14.12       ,68.36       ,67.39       ,72.50       ,73.51       ,79.82      ,194.84      ,195.52      ,179.36      ,219.16      ,256.29      ,681.02      ,658.26      ,801.45      ,720.23      ,730.45     ,6906.99     ,5954.42     ,6818.63     ,6076.25     ,5315.25
200903       ,10.82       ,13.62       ,12.52       ,13.26       ,14.05       ,66.47       ,68.45       ,72.16       ,67.75       ,76.98      ,195.80      ,187.27      ,172.50      ,194.89      ,240.55      ,653.87      ,626.30      ,747.64      ,687.74      ,658.97     ,6753.10     ,5656.94     ,6490.02     ,5528.62     ,4969.11
200904       ,11.92       ,14.90       ,13.45       ,14.37       ,14.39       ,73.00       ,78.75       ,77.65       ,71.43       ,78.91      ,226.78      ,202.59      ,194.05      ,201.53      ,250.91      ,711.95      ,697.99      ,816.52      ,749.89      ,702.59     ,7613.25     ,6128.47     ,7464.32     ,5919.82     ,5285.81
200905       ,13.98       ,17.33       ,15.37       ,16.24       ,16.20       ,86.92       ,90.30       ,85.26       ,81.95       ,88.55      ,273.71      ,239.15      ,218.40      ,244.74      ,279.04      ,832.55      ,828.88      ,945.03      ,834.51      ,807.03     ,8574.19     ,7000.37     ,8434.97     ,6747.99     ,6118.56
200906       ,18.32       ,22.53       ,19.59       ,20.91       ,20.61      ,106.19      ,121.48      ,105.21      ,102.84      ,117.51      ,341.05      ,303.85      ,262.48      ,304.04      ,342.45      ,981.94     ,1007.32     ,1180.98      ,989.74     ,1061.76     ,9640.56     ,7928.02     ,9918.46     ,7939.12     ,7339.42
200907       ,22.55       ,23.30       ,23.24       ,22.33       ,21.81      ,140.68      ,136.17      ,129.60      ,145.77      ,143.50      ,477.17      ,406.55      ,398.50      ,437.64      ,411.70     ,1347.98     ,1600.21     ,1390.61     ,1304.21     ,1282.26    ,13979.87    ,10357.66    ,12034.33     ,8678.78     ,7675.21
200908       ,24.21       ,25.99       ,25.83       ,24.68       ,25.05      ,150.48      ,147.85      ,140.24      ,169.14      ,169.67      ,517.14      ,463.33      ,452.63      ,485.69      ,480.96     ,1525.95     ,1751.04     ,1529.35     ,1473.65     ,1501.95    ,15611.89    ,11488.93    ,13727.57     ,9935.23     ,8741.00
200909       ,26.07       ,27.89       ,28.42       ,26.79       ,26.64      ,153.38      ,159.15      ,154.45      ,175.85      ,168.08      ,567.37      ,479.55      ,474.88      ,497.07      ,482.51     ,1606.85     ,1791.40     ,1606.67     ,1510.16     ,1471.71    ,15433.74    ,11715.60    ,14444.64     ,9483.76     ,8230.46
200910       ,28.49       ,31.97       ,31.79       ,30.47       ,29.24      ,161.84      ,175.35      ,164.72      ,192.63      ,179.09      ,607.41      ,522.15      ,502.07      ,536.65      ,522.07     ,1704.99     ,1912.08     ,1756.02     ,1595.78     ,1572.67    ,16539.53    ,12781.47    ,15768.47    ,10432.25     ,8932.89
200911       ,29.43       ,32.66       ,32.30       ,31.51       ,30.62      ,169.62      ,180.50      ,166.27      ,198.09      ,184.64      ,601.51      ,537.67      ,520.03      ,538.26      ,529.90     ,1720.77     ,1927.91     ,1809.21     ,1596.32     ,1580.26    ,17071.96    ,12763.34    ,15870.73    ,10711.12     ,9194.05
200912       ,30.89       ,34.04       ,33.55       ,32.07       ,32.19      ,185.66      ,185.68      ,167.94      ,203.28      ,192.87      ,625.34      ,559.21      ,566.90      ,543.71      ,542.79     ,1747.82     ,2033.37     ,1860.51     ,1641.99     ,1602.26    ,17920.85    ,13358.07    ,15696.28    ,10701.59     ,8892.24
201001       ,30.27       ,33.62       ,33.75       ,32.88       ,32.09      ,184.73      ,187.46      ,166.86      ,207.65      ,199.90      ,623.29      ,578.89      ,581.05      ,560.56      ,556.53     ,1806.18     ,2107.16     ,1924.61     ,1719.64     ,1651.92    ,18170.69    ,13642.58    ,15920.54    ,11099.76     ,9185.11
201002       ,29.47       ,33.86       ,33.00       ,31.90       ,32.35      ,184.01      ,184.75      ,161.85      ,200.01      ,196.21      ,597.69      ,553.35      ,556.60      ,533.74      ,533.06     ,1687.69     ,1968.90     ,1798.17     ,1578.55     ,1572.74    ,17052.95    ,12681.76    ,15014.25    ,10070.04     ,8501.53
201003       ,28.89       ,32.75       ,32.99       ,32.02       ,32.62      ,187.21      ,185.05      ,160.98      ,199.63      ,200.49      ,611.94      ,556.35      ,567.12      ,538.51      ,538.70     ,1749.81     ,2012.30     ,1791.86     ,1613.11     ,1581.56    ,17421.73    ,12841.03    ,15532.89    ,10494.74     ,8853.66
201004       ,29.78       ,34.18       ,35.19       ,33.72       ,35.17      ,200.36      ,193.32      ,173.36      ,213.06      ,217.48      ,647.01      ,604.23      ,622.84      ,566.11      ,584.30     ,1876.62     ,2117.08     ,1963.23     ,1774.33     ,1737.78    ,18455.93    ,13667.15    ,17019.76    ,11157.39     ,9378.40
201005       ,30.91       ,34.96       ,36.28       ,35.40       ,37.19      ,206.03      ,198.39      ,183.98      ,217.68      ,221.77      ,676.26      ,619.29      ,665.27      ,585.80      ,594.82     ,1900.57     ,2242.17     ,2023.84     ,1831.86     ,1832.57    ,18108.38    ,13819.04    ,17164.64    ,10945.80     ,9173.04
201006       ,25.37       ,29.33       ,30.47       ,29.76       ,31.41      ,170.83      ,167.73      ,152.15      ,185.92      ,188.46      ,576.73      ,541.95      ,566.34      ,524.69      ,496.52     ,1645.82     ,1970.23     ,1775.73     ,1582.20     ,1638.89    ,15750.32    ,12108.85    ,14811.20     ,9789.78     ,8323.02
201007       ,26.54       ,27.30       ,30.30       ,27.46       ,28.39      ,171.68      ,162.46      ,163.76      ,165.08      ,169.95      ,465.88      ,497.84      ,461.71      ,474.58      ,476.07     ,1439.43     ,1568.98     ,1549.27     ,1601.26     ,1427.87    ,12250.32    ,14700.50    ,12778.59     ,9119.15     ,8701.83
201008       ,29.14       ,29.37       ,33.76       ,30.21       ,30.86      ,182.18      ,178.20      ,177.75      ,174.86      ,182.39      ,501.30      ,549.25      ,499.42      ,509.83      ,514.43     ,1576.44     ,1699.39     ,1725.92     ,1780.04     ,1596.12    ,13334.55    ,16066.11    ,14208.60     ,9990.71     ,9699.60
201009       ,28.57       ,29.26       ,32.77       ,30.21       ,30.66      ,186.10      ,178.83      ,174.40      ,170.89      ,177.45      ,484.88      ,551.30      ,492.96      ,510.15      ,509.49     ,1589.39     ,1679.36     ,1724.82     ,1755.31     ,1619.13    ,13045.72    ,16135.93    ,13955.22     ,9938.84     ,9800.77
201010       ,33.81       ,33.30       ,37.80       ,35.36       ,34.44      ,219.55      ,209.66      ,205.35      ,192.83      ,201.24      ,554.40      ,633.49      ,553.22      ,591.44      ,565.10     ,1769.77     ,1982.88     ,1894.49     ,2012.94     ,1865.23    ,14664.76    ,17843.22    ,15422.37    ,11129.90    ,11468.17
201011       ,35.43       ,36.45       ,40.16       ,37.03       ,36.44      ,228.87      ,222.79      ,216.26      ,201.41      ,209.74      ,597.44      ,661.13      ,566.02      ,612.25      ,579.19     ,1831.51     ,2092.66     ,1998.99     ,2035.45     ,1935.42    ,15653.49    ,18352.10    ,15911.71    ,11292.17    ,11868.81
201012       ,34.22       ,36.70       ,38.90       ,36.84       ,37.43      ,225.78      ,219.62      ,215.05      ,201.08      ,207.20      ,586.91      ,663.37      ,572.59      ,619.04      ,584.70     ,1800.93     ,2096.78     ,1954.38     ,2012.21     ,1921.34    ,15540.63    ,18074.19    ,15761.02    ,10933.76    ,11972.90
201101       ,36.90       ,42.51       ,44.38       ,40.59       ,39.70      ,246.44      ,245.53      ,234.39      ,217.42      ,219.14      ,620.42      ,711.21      ,655.48      ,702.23      ,609.62     ,1905.92     ,2342.78     ,2104.52     ,2172.80     ,1970.68    ,16861.86    ,19203.68    ,16571.80    ,11697.25    ,12595.56
201102       ,36.06       ,41.97       ,43.81       ,40.79       ,39.36      ,242.35      ,241.35      ,226.73      ,210.81      ,220.10      ,606.23      ,660.32      ,645.70      ,682.37      ,618.25     ,1818.42     ,2231.94     ,2109.87     ,2083.40     ,2004.47    ,16588.93    ,18887.00    ,16602.35    ,11688.79    ,12900.73
201103       ,36.01       ,43.79       ,45.14       ,41.42       ,39.27      ,244.15      ,245.70      ,231.45      ,207.00      ,216.87      ,607.67      ,648.14      ,623.58      ,684.42      ,602.82     ,1817.15     ,2249.90     ,2003.10     ,2108.67     ,1953.55    ,16812.35    ,19041.87    ,16683.11    ,11326.58    ,12315.50
201104       ,36.51       ,44.73       ,43.87       ,41.06       ,39.26      ,251.76      ,254.00      ,231.46      ,206.96      ,213.96      ,603.22      ,666.16      ,636.23      ,705.24      ,608.76     ,1856.61     ,2293.33     ,2050.92     ,2151.37     ,1833.47    ,17006.11    ,19807.21    ,17016.32    ,11392.64    ,12726.56
201105       ,37.04       ,45.59       ,46.55       ,42.97       ,40.52      ,262.78      ,251.07      ,236.68      ,215.24      ,222.62      ,631.35      ,690.55      ,655.05      ,735.91      ,624.37     ,1894.59     ,2404.94     ,2174.79     ,2233.82     ,1917.44    ,17782.24    ,21164.64    ,17979.04    ,11851.28    ,12719.03
201106       ,34.62       ,42.42       ,42.95       ,40.89       ,39.06      ,246.73      ,240.84      ,228.82      ,204.65      ,211.62      ,596.95      ,671.07      ,606.58      ,721.23      ,602.66     ,1805.17     ,2320.92     ,2188.32     ,2193.66     ,1904.30    ,17101.19    ,20506.41    ,17275.85    ,11545.36    ,12670.87
201107       ,32.15       ,41.70       ,41.52       ,37.98       ,36.16      ,225.10      ,213.31      ,206.25      ,218.06      ,206.28      ,611.02      ,607.76      ,603.56      ,669.67      ,609.07     ,1818.47     ,1815.37     ,2073.80     ,2116.83     ,1964.16    ,16995.20    ,12761.13    ,19865.53    ,15717.18    ,10632.38
201108       ,33.35       ,45.76       ,43.36       ,39.66       ,37.01      ,234.06      ,223.27      ,207.64      ,221.71      ,206.45      ,647.65      ,638.08      ,612.90      ,654.48      ,607.70     ,1848.49     ,1833.33     ,2061.83     ,2123.50     ,1979.80    ,16836.20    ,13384.00    ,20362.06    ,15780.05    ,10691.93
201109       ,29.23       ,40.62       ,38.60       ,35.53       ,33.47      ,215.52      ,200.67      ,190.73      ,196.40      ,184.64      ,585.77      ,575.65      ,564.49      ,603.96      ,547.91     ,1727.27     ,1711.22     ,1835.83     ,2015.68     ,1811.18    ,15664.94    ,12423.21    ,19143.08    ,14604.58     ,9694.24
201110       ,24.02       ,32.00       ,31.84       ,29.73       ,28.88      ,179.30      ,163.12      ,157.30      ,162.65      ,156.73      ,464.30      ,479.38      ,441.96      ,498.63      ,458.53     ,1376.53     ,1347.45     ,1500.52     ,1731.03     ,1540.33    ,12973.26    ,10239.79    ,16588.78    ,12389.64     ,7765.70
201111       ,27.22       ,35.62       ,35.17       ,33.20       ,31.26      ,203.40      ,182.59      ,174.21      ,179.42      ,171.60      ,515.19      ,534.01      ,514.03      ,546.77      ,508.24     ,1600.82     ,1565.19     ,1774.20     ,1978.13     ,1721.76    ,14647.79    ,12012.57    ,18581.08    ,14423.06     ,8891.63
201112       ,25.22       ,33.75       ,32.60       ,30.84       ,30.12      ,191.67      ,174.01      ,164.32      ,162.19      ,160.26      ,477.59      ,481.03      ,481.07      ,517.10      ,475.89     ,1513.39     ,1462.76     ,1636.57     ,1857.74     ,1566.16    ,13780.89    ,11171.39    ,17503.44    ,13127.06     ,8017.84
201201       ,24.44       ,32.96       ,31.45       ,30.08       ,29.11      ,178.95      ,167.86      ,159.87      ,157.01      ,156.58      ,469.29      ,473.86      ,456.94      ,524.93      ,461.96     ,1456.01     ,1419.80     ,1576.48     ,1861.75     ,1524.77    ,13770.71    ,11075.35    ,17667.26    ,12860.79     ,8239.59
201202       ,26.12       ,35.87       ,34.27       ,32.39       ,30.84      ,184.38      ,184.58      ,170.37      ,172.34      ,165.92      ,506.65      ,515.98      ,500.98      ,568.45      ,510.49     ,1602.45     ,1569.63     ,1747.76     ,2036.81     ,1652.89    ,15184.30    ,12417.81    ,19005.75    ,14319.97     ,9297.44
201203       ,28.11       ,39.01       ,36.66       ,35.61       ,33.24      ,196.89      ,200.14      ,186.74      ,189.35      ,177.05      ,557.26      ,549.66      ,538.77      ,608.69      ,547.88     ,1694.19     ,1683.55     ,1848.42     ,2147.34     ,1751.14    ,15653.86    ,12979.24    ,19577.43    ,14906.76    ,10091.78
201204       ,26.42       ,36.98       ,35.37       ,34.52       ,32.35      ,191.81      ,186.30      ,183.42      ,184.29      ,174.20      ,529.14      ,563.60      ,517.42      ,589.56      ,541.52     ,1600.08     ,1656.70     ,1797.77     ,2107.86     ,1714.22    ,15289.55    ,12634.21    ,19311.00    ,14532.27     ,9394.75
201205       ,25.47       ,35.84       ,34.72       ,34.46       ,32.59      ,187.89      ,179.95      ,182.13      ,180.17      ,175.14      ,532.84      ,557.28      ,505.11      ,587.52      ,543.12     ,1578.31     ,1645.10     ,1796.90     ,2058.19     ,1716.91    ,15463.69    ,12848.11    ,19627.60    ,14583.72     ,9726.17
201206       ,21.74       ,29.89       ,30.29       ,30.47       ,29.45      ,159.82      ,152.46      ,164.11      ,161.00      ,159.28      ,463.34      ,488.01      ,435.87      ,527.02      ,504.31     ,1398.22     ,1371.80     ,1541.66     ,1847.12     ,1530.03    ,13509.44    ,11158.15    ,17360.32    ,12829.48     ,8519.19
201207       ,27.08       ,31.83       ,32.93       ,31.18       ,30.33      ,209.28      ,203.92      ,210.77      ,191.84      ,184.26      ,616.23      ,663.00      ,596.60      ,579.44      ,582.74     ,1824.09     ,1944.30     ,1819.83     ,2158.37     ,1618.03    ,11819.37    ,21783.55    ,18274.86    ,12544.51    ,10396.47
201208       ,27.09       ,31.65       ,33.45       ,30.72       ,30.70      ,210.15      ,202.99      ,214.36      ,194.63      ,186.34      ,633.71      ,683.77      ,605.47      ,578.43      ,593.67     ,1861.19     ,2022.96     ,1892.25     ,2201.28     ,1664.15    ,12215.48    ,23172.47    ,19411.90    ,13205.76    ,11108.08
201209       ,25.98       ,31.47       ,33.50       ,30.93       ,31.37      ,209.59      ,204.99      ,217.53      ,192.36      ,188.97      ,664.83      ,692.03      ,614.39      ,577.88      ,610.63     ,1930.02     ,2043.19     ,1852.45     ,2212.97     ,1692.30    ,12372.96    ,22715.19    ,19711.99    ,13101.88    ,11308.14
201210       ,26.96       ,32.20       ,34.67       ,32.38       ,32.98      ,223.93      ,217.75      ,221.94      ,201.05      ,204.00      ,679.61      ,717.14      ,654.02      ,606.08      ,645.88     ,2021.14     ,2118.01     ,1905.58     ,2307.63     ,1786.32    ,12906.75    ,23254.12    ,20342.85    ,13664.57    ,12206.14
201211       ,26.94       ,32.76       ,35.33       ,32.91       ,33.43      ,219.50      ,217.46      ,228.69      ,206.05      ,206.02      ,703.38      ,736.17      ,695.29      ,604.35      ,663.14     ,2004.84     ,2149.93     ,1930.79     ,2382.56     ,1838.22    ,13253.92    ,23812.72    ,20734.83    ,13545.07    ,12316.04
201212       ,26.58       ,32.45       ,34.61       ,32.52       ,33.58      ,213.42      ,208.65      ,227.53      ,209.32      ,204.25      ,704.69      ,731.04      ,701.09      ,610.19      ,674.84     ,2049.33     ,2116.03     ,1931.15     ,2427.66     ,1925.05    ,13746.06    ,24023.73    ,20403.35    ,13916.32    ,12888.00
201301       ,27.28       ,32.46       ,36.67       ,33.15       ,34.84      ,217.58      ,213.68      ,236.63      ,220.54      ,214.42      ,723.62      ,741.56      ,722.53      ,655.13      ,708.93     ,2049.37     ,2159.14     ,1981.73     ,2483.97     ,2038.66    ,14114.61    ,24711.41    ,20876.84    ,14312.93    ,13180.92
201302       ,28.96       ,33.78       ,39.34       ,35.24       ,38.62      ,224.85      ,218.21      ,250.36      ,231.75      ,232.01      ,760.15      ,747.47      ,777.85      ,734.42      ,751.73     ,2217.30     ,2279.05     ,2072.90     ,2622.14     ,2161.81    ,14991.78    ,25582.79    ,22221.74    ,14724.97    ,14199.98
201303       ,28.32       ,33.67       ,39.25       ,34.84       ,38.90      ,212.80      ,210.86      ,256.40      ,234.16      ,234.60      ,781.92      ,726.65      ,795.55      ,749.07      ,760.15     ,2257.79     ,2330.35     ,2058.50     ,2693.49     ,2223.43    ,15109.87    ,25625.11    ,23061.28    ,14495.37    ,13914.72
201304       ,27.29       ,33.44       ,38.83       ,33.90       ,38.32      ,212.37      ,203.10      ,261.19      ,230.30      ,227.67      ,806.07      ,721.87      ,779.95      ,736.84      ,766.79     ,2258.99     ,2366.77     ,2115.54     ,2640.87     ,2261.96    ,14965.03    ,25304.43    ,23228.91    ,14169.66    ,13546.93
201305       ,26.11       ,31.29       ,36.08       ,32.72       ,37.96      ,199.39      ,193.51      ,248.71      ,223.85      ,224.00      ,830.98      ,675.93      ,756.92      ,720.69      ,767.09     ,2298.68     ,2412.83     ,2131.53     ,2595.30     ,2306.44    ,15436.72    ,26099.76    ,24132.53    ,14647.74    ,13854.76
201306       ,24.11       ,29.65       ,33.70       ,31.32       ,37.63      ,191.27      ,176.27      ,242.92      ,216.74      ,220.33      ,779.92      ,623.75      ,720.36      ,692.33      ,747.58     ,2204.08     ,2345.92     ,1966.50     ,2387.70     ,2096.27    ,14665.71    ,24274.73    ,21351.59    ,14111.55    ,13178.84
201307       ,35.39       ,34.34       ,34.08       ,37.44       ,31.62      ,253.22      ,252.74      ,248.92      ,244.76      ,223.45      ,820.25      ,740.13      ,723.85      ,751.19      ,748.87     ,2219.64     ,2264.84     ,2111.66     ,2525.41     ,2362.29    ,15431.47    ,20797.33    ,20411.76    ,13324.91    ,14490.59
201308       ,39.94       ,37.12       ,36.90       ,39.33       ,33.40      ,267.02      ,271.86      ,257.60      ,254.33      ,229.27      ,819.57      ,759.89      ,745.29      ,768.32      ,765.51     ,2292.06     ,2375.28     ,2194.92     ,2492.97     ,2428.51    ,16118.43    ,21497.84    ,20975.09    ,13808.76    ,14757.24
201309       ,40.43       ,37.89       ,37.65       ,41.45       ,34.15      ,262.57      ,274.94      ,259.84      ,250.05      ,230.84      ,847.60      ,755.84      ,734.83      ,767.60      ,755.79     ,2326.36     ,2298.73     ,2171.88     ,2538.21     ,2396.22    ,16255.25    ,21232.78    ,20595.38    ,13663.25    ,14357.25
201310       ,43.67       ,40.35       ,40.23       ,44.46       ,36.30      ,284.35      ,285.43      ,276.16      ,265.87      ,240.10      ,918.12      ,801.47      ,788.79      ,822.77      ,815.29     ,2568.72     ,2438.13     ,2312.92     ,2749.47     ,2506.10    ,17249.15    ,22498.06    ,21967.64    ,14484.63    ,15026.46
201311       ,46.44       ,41.83       ,40.41       ,44.99       ,37.78      ,282.06      ,289.89      ,279.70      ,274.64      ,240.47      ,846.73      ,819.71      ,780.78      ,844.80      ,846.98     ,2490.52     ,2495.87     ,2411.01     ,2798.07     ,2602.83    ,18438.11    ,23443.37    ,23032.16    ,14875.23    ,14693.11
201312       ,46.62       ,39.92       ,38.39       ,44.62       ,38.16      ,271.23      ,265.21      ,268.18      ,262.96      ,240.21      ,836.21      ,794.65      ,746.48      ,833.15      ,832.87     ,2392.56     ,2466.95     ,2354.91     ,2693.25     ,2551.08    ,18206.07    ,22752.73    ,22033.83    ,14715.43    ,14499.71
201401       ,46.12       ,39.65       ,37.31       ,44.74       ,38.22      ,283.26      ,265.71      ,274.93      ,261.62      ,252.15      ,814.86      ,804.40      ,770.39      ,835.78      ,834.29     ,2382.56     ,2408.31     ,2356.90     ,2696.62     ,2545.07    ,18817.46    ,22656.77    ,21538.76    ,14451.25    ,13983.79
